merges,n_embed,n_heads,n_layers,lr,dropout,weight_decay,scheduler,vocab_size,model_size,val_ppl,train_ppl,val_loss,train_loss,epochs,ckpt_best,ckpt_last,full_config_file,run
50,32,8,4,0.0003,0.2,0.0001,cosine_warmup,310,73376,20.324615478515625,21.89859390258789,3.011832625777633,3.086422520015916,30,../checkpoints/GPT/hparams_search/best_hps_250828_140348_cbe792f2.pt,../checkpoints/GPT/hparams_search/last_hps_250828_140348_cbe792f2.pt,../checkpoints/GPT/hparams_search/hps_250828_140348_cbe792f2_hparams.json,hps_250828_140348_cbe792f2
50,32,4,4,0.0003,0.2,0.0001,cosine_warmup,310,73376,20.495101928710938,22.04411506652832,3.020185926546553,3.0930456887108337,30,../checkpoints/GPT/hparams_search/best_hps_250828_140006_a370209a.pt,../checkpoints/GPT/hparams_search/last_hps_250828_140006_a370209a.pt,../checkpoints/GPT/hparams_search/hps_250828_140006_a370209a_hparams.json,hps_250828_140006_a370209a
50,32,2,4,0.0003,0.2,0.0001,cosine_warmup,310,73376,20.645572662353516,22.14697265625,3.0275008975456057,3.097700801495912,30,../checkpoints/GPT/hparams_search/best_hps_250828_135642_bdee085c.pt,../checkpoints/GPT/hparams_search/last_hps_250828_135642_bdee085c.pt,../checkpoints/GPT/hparams_search/hps_250828_135642_bdee085c_hparams.json,hps_250828_135642_bdee085c
50,32,8,2,0.0003,0.2,0.0001,cosine_warmup,310,48672,20.711631774902344,22.163516998291016,3.0306953725590047,3.098447455581198,30,../checkpoints/GPT/hparams_search/best_hps_250828_140257_abd1ca4f.pt,../checkpoints/GPT/hparams_search/last_hps_250828_140257_abd1ca4f.pt,../checkpoints/GPT/hparams_search/hps_250828_140257_abd1ca4f_hparams.json,hps_250828_140257_abd1ca4f
50,32,4,2,0.0003,0.2,0.0001,cosine_warmup,310,48672,20.809818267822266,22.285228729248047,3.035424884320911,3.10392414819772,30,../checkpoints/GPT/hparams_search/best_hps_250828_135926_262df63d.pt,../checkpoints/GPT/hparams_search/last_hps_250828_135926_262df63d.pt,../checkpoints/GPT/hparams_search/hps_250828_135926_262df63d_hparams.json,hps_250828_135926_262df63d
50,32,2,2,0.0003,0.2,0.0001,cosine_warmup,310,48672,21.05194664001465,22.41935920715332,3.0469929216686724,3.1099248299819124,30,../checkpoints/GPT/hparams_search/best_hps_250828_135601_4700fd79.pt,../checkpoints/GPT/hparams_search/last_hps_250828_135601_4700fd79.pt,../checkpoints/GPT/hparams_search/hps_250828_135601_4700fd79_hparams.json,hps_250828_135601_4700fd79
50,16,8,2,0.0003,0.2,0.0001,cosine_warmup,310,18192,24.640766143798828,26.43739128112793,3.204402223580614,3.274779252775054,30,../checkpoints/GPT/hparams_search/best_hps_250828_135154_7657666b.pt,../checkpoints/GPT/hparams_search/last_hps_250828_135154_7657666b.pt,../checkpoints/GPT/hparams_search/hps_250828_135154_7657666b_hparams.json,hps_250828_135154_7657666b
50,16,4,2,0.0003,0.2,0.0001,cosine_warmup,310,18192,24.752103805541992,26.565021514892578,3.208910457212917,3.279595412276663,30,../checkpoints/GPT/hparams_search/best_hps_250828_134750_5cccc2fb.pt,../checkpoints/GPT/hparams_search/last_hps_250828_134750_5cccc2fb.pt,../checkpoints/GPT/hparams_search/hps_250828_134750_5cccc2fb_hparams.json,hps_250828_134750_5cccc2fb
50,16,2,2,0.0003,0.2,0.0001,cosine_warmup,310,18192,24.806787490844727,26.581361770629883,3.2111173494897707,3.2802101440231204,30,../checkpoints/GPT/hparams_search/best_hps_250828_134433_17597527.pt,../checkpoints/GPT/hparams_search/last_hps_250828_134433_17597527.pt,../checkpoints/GPT/hparams_search/hps_250828_134433_17597527_hparams.json,hps_250828_134433_17597527
50,16,8,4,0.0003,0.2,0.0001,cosine_warmup,310,24400,25.493234634399414,27.210195541381836,3.238413101093536,3.3035916967203027,30,../checkpoints/GPT/hparams_search/best_hps_250828_135242_306d5c2f.pt,../checkpoints/GPT/hparams_search/last_hps_250828_135242_306d5c2f.pt,../checkpoints/GPT/hparams_search/hps_250828_135242_306d5c2f_hparams.json,hps_250828_135242_306d5c2f
